"1","36","34","MOVE","2022-01-06T21:09:57.082320700"
"2","41","43","MOVE","2022-01-06T21:09:59.340814200"
"3","34","43","KILL","2022-01-06T21:10:00.506813200"
"4","31","32","MOVE","2022-01-06T21:10:02.422105200"
"5","43","32","KILL","2022-01-06T21:10:03.670221300"
